borrower_id,age,borrower_type,state,household_size,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,employment_type,months_at_current_job,num_income_sources,upi_transactions_per_month,upi_avg_transaction_amount,upi_months_active,mobile_wallet_used,utility_bills_paid,utility_bills_total,rent_paid_on_time_months,total_rental_months,same_number_since_year,avg_monthly_recharge_amount,recharge_frequency_per_month,ecomm_orders_per_month,ecomm_return_rate,prepaid_orders_ratio,survey_q1,survey_q2,survey_q3,survey_q4,survey_q5,survey_q6,survey_q7,survey_q8,loan_amount_requested,loan_purpose,loan_tenure_months,default_probability,defaulted,avg_income,income_std,income_growth,income_stability_score,utility_payment_rate,rent_reliability_rate,payment_reliability_score,mobile_years,digital_trust_score
B02530,28,gig,Maharashtra,3,15617.67,20266.6,10788.97,11522.98,14253.89,11715.91,self-employed,6,1,12.2,981.54,0.0,0.0,1,9,7.0,13.0,2023.0,409.52,0.74,4.5,0.465,0.0129573135070158,3.0,3.0,5.0,2.0,2.0,2.0,5.0,1.0,424800.0,business,51,0.6052,1,14027.67,3566.8026863565074,-24.98298401746227,74.57309242121816,0.1111111111111111,0.5384615384615384,32.47863247863248,3.0,5.8725356656391146
B02531,39,gig,Delhi,2,35721.32,49936.95,31142.52,47029.39,42504.0,40549.86,daily-wage,22,3,62.2,1826.59,19.0,1.0,4,8,10.0,13.0,2016.0,670.15,2.07,6.4,0.235,0.9252081607259222,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,496000.0,education,12,0.3266,0,41147.34,6979.847865582744,13.517249642510414,83.03694026009276,0.5,0.7692307692307693,63.46153846153846,10.0,65.13058718231132
B02532,29,gig,Karnataka,4,29384.17,35287.22,2773.52,25175.36,29684.78,30570.22,salaried-gig,18,3,53.1,1958.01,11.0,1.0,5,11,7.0,12.0,2017.0,741.93,1.42,6.5,0.249,0.7155941565679874,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,234800.0,consumption,57,0.428,0,25479.21166666667,11581.810374939518,4.036356990855971,54.54407881036802,0.45454545454545453,0.5833333333333334,51.89393939393939,9.0,52.48725117690635
B02533,48,rural,Rajasthan,5,11060.08,9828.86,27193.5,13743.44,11774.52,20243.38,seasonal,29,2,25.5,2011.31,15.0,0.0,9,22,2.0,24.0,2018.0,305.09,1.23,6.2,0.327,0.6276620896399466,2.0,3.0,3.0,2.0,4.0,3.0,4.0,1.0,71700.0,agriculture,16,0.4911,0,15640.630000000003,6752.1605144279565,83.03104498339977,56.82935716510169,0.4090909090909091,0.08333333333333333,24.62121212121212,8.0,30.531641238537787
B02534,34,rural,Madhya Pradesh,7,13174.02,10159.01,23662.21,9749.13,15448.0,23165.36,seasonal,35,2,0.0,0.0,0.0,0.0,16,20,0.0,0.0,2018.0,527.78,0.95,0.0,0.0,0.5221343488601424,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,289500.0,business,39,0.5415,0,15892.955,6188.125744018943,75.84123904472591,61.063718207099036,0.8,0.8,80.0,8.0,10.961538461538462
B02535,24,gig,Delhi,5,32707.05,11965.85,29408.95,41436.61,47745.54,33864.85,salaried-gig,15,3,29.2,2137.36,20.0,0.0,8,17,13.0,21.0,2021.0,480.65,1.41,1.9,0.355,0.3456845756856057,3.0,4.0,3.0,2.0,2.0,3.0,5.0,2.0,48500.0,business,46,0.4332,0,32854.808333333334,12203.653108911965,3.5399095913572127,62.85580793807106,0.47058823529411764,0.6190476190476191,54.48179271708684,5.0,31.430925861960347
B02536,29,gig,Maharashtra,5,52375.02,40508.7,27057.18,47671.96,34680.75,38642.78,daily-wage,21,3,81.1,2758.51,17.0,1.0,4,10,16.0,18.0,2017.0,603.12,2.22,14.2,0.303,0.4345467127515446,2.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,146800.0,business,59,0.3323,0,40156.064999999995,9052.79829080434,-26.219063973627122,77.45596265270429,0.4,0.8888888888888888,64.44444444444444,9.0,67.93814697262974
B02537,35,rural,Rajasthan,6,10386.63,13409.38,20001.1,9653.51,10553.45,18551.94,seasonal,31,1,0.0,0.0,0.0,0.0,9,22,0.0,0.0,2017.0,318.55,1.17,6.4,0.361,0.6427453952200297,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,66700.0,business,36,0.5644,0,13759.335000000001,4484.6805479130835,78.61366006105926,67.40626964956458,0.4090909090909091,0.4090909090909091,40.909090909090914,9.0,13.346153846153847
B02538,52,rural,Bihar,6,8294.91,8342.16,11658.9,7763.07,9156.76,15492.95,seasonal,11,2,0.0,0.0,0.0,0.0,7,19,1.0,7.0,2020.0,374.53,1.19,4.4,0.371,0.2079528304267415,2.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,355000.0,agriculture,47,0.7084,1,10118.125,2973.5972395383346,86.77658949886137,70.61118300536577,0.3684210526315789,0.14285714285714285,25.563909774436087,6.0,8.807692307692307
B02539,44,rural,Madhya Pradesh,4,7113.61,8136.9,13543.92,5867.18,6369.21,11425.63,seasonal,10,1,0.0,0.0,0.0,0.0,4,14,2.0,18.0,2021.0,100.0,0.89,3.7,0.457,0.0944670177803541,2.0,1.0,5.0,1.0,2.0,2.0,4.0,2.0,379600.0,business,57,0.589,0,8742.741666666667,3071.573693775988,60.616480239990665,64.86715711288902,0.2857142857142857,0.1111111111111111,19.841269841269842,5.0,6.115384615384616
B02540,31,gig,Telangana,5,27537.32,23427.77,8325.0,16769.62,29587.69,24437.98,daily-wage,11,3,36.7,1517.21,9.0,0.0,4,10,5.0,12.0,2020.0,560.5,1.16,0.0,0.0,0.5221343488601424,1.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,354200.0,consumption,11,0.6975,1,21680.896666666664,7873.611170131953,-11.25505314242635,63.68410729876661,0.4,0.4166666666666667,40.833333333333336,6.0,25.771440116267705
B02541,26,migrant,Gujarat,2,31135.86,20853.94,19648.54,19100.6,23536.41,26787.12,daily-wage,12,3,46.5,2242.02,24.0,1.0,5,16,4.0,8.0,2021.0,570.85,2.13,1.3,0.274,0.5327468416472755,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,178000.0,education,44,0.1944,0,23510.411666666667,4696.85616387139,-13.966982122864124,80.02222917036094,0.3125,0.5,40.625,5.0,57.06736553288277
B02542,52,rural,Uttar Pradesh,4,18640.59,18522.12,25153.28,11790.98,15064.83,20260.54,seasonal,46,4,0.0,0.0,0.0,0.0,14,24,6.0,6.0,2013.0,552.32,2.91,0.0,0.0,0.5221343488601424,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,496900.0,business,50,0.4569,0,18238.72333333333,4556.043020045648,8.690443811059632,75.01994554783906,0.5833333333333334,1.0,79.16666666666667,13.0,26.192307692307693
B02543,24,gig,Telangana,2,33725.02,35084.27,40290.87,14791.7,16893.78,25083.39,self-employed,15,3,64.8,1794.54,5.0,0.0,9,14,18.0,24.0,2020.0,564.54,1.24,8.0,0.333,0.7107617016706415,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,267900.0,business,45,0.3987,0,27644.838333333337,10388.313697649714,-25.62379503407262,62.422230246418955,0.6428571428571429,0.75,69.64285714285714,6.0,30.905306560478973
B02544,36,gig,Telangana,3,24704.69,12248.35,11517.48,25550.91,13175.39,24861.5,daily-wage,12,2,25.4,1258.88,6.0,1.0,8,10,0.0,9.0,2021.0,394.16,0.72,6.3,0.378,0.2704409959478507,3.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,123800.0,education,42,0.4659,0,18676.38666666667,6995.508608559257,0.634737776511267,62.54356512630608,0.8,0.0,40.0,5.0,32.10857734995666
B02545,26,gig,Telangana,3,34073.99,30271.21,26360.14,8236.52,33354.97,22558.65,salaried-gig,12,3,15.8,1587.88,10.0,1.0,5,16,5.0,10.0,2021.0,502.84,1.47,3.7,0.372,0.5427730742447913,2.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,377400.0,business,10,0.6907,1,25809.24666666667,9641.821658094836,-33.79510295096053,62.641987258979135,0.3125,0.5,40.625,5.0,35.339432391156535
B02546,23,gig,Tamil Nadu,2,39456.93,20280.41,5945.53,31660.14,23948.52,23099.05,daily-wage,14,2,28.1,1228.61,2.0,0.0,6,23,1.0,6.0,2022.0,601.29,1.27,9.0,0.389,0.1064072133028326,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,321600.0,education,9,0.5594,0,24065.096666666665,11297.633400233284,-41.45755891297169,53.053862377033376,0.2608695652173913,0.16666666666666666,21.3768115942029,4.0,15.410090220435048
B02547,34,migrant,Delhi,4,15196.95,20129.1,21639.29,25210.44,22599.57,21710.04,daily-wage,6,3,34.0,2102.99,0.0,0.0,8,14,8.0,24.0,2017.0,491.58,1.26,9.8,0.315,0.0950441026503554,3.0,4.0,3.0,2.0,4.0,3.0,4.0,1.0,213900.0,medical,41,0.3636,0,21080.898333333334,3334.4824652315483,42.85787608697798,84.1824460584821,0.5714285714285714,0.3333333333333333,45.238095238095234,9.0,23.198365474227543
B02548,50,rural,Rajasthan,5,11738.84,11401.22,23753.46,12898.49,14082.57,18073.15,self-employed,23,2,0.0,0.0,0.0,0.0,1,12,0.0,0.0,2019.0,346.04,1.37,10.4,0.352,0.3599009424559128,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,159300.0,agriculture,7,0.5971,1,15324.621666666664,4780.783234037773,53.96027205413824,68.80325440962312,0.08333333333333333,0.08333333333333333,8.333333333333332,7.0,11.03846153846154
B02549,32,migrant,Karnataka,2,13225.01,23427.41,24592.0,24739.22,24599.32,28348.89,salaried-gig,11,3,25.8,2141.25,13.0,1.0,8,21,12.0,16.0,2017.0,555.09,1.63,3.4,0.394,0.0588194141144949,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,206300.0,education,6,0.3011,0,23155.30833333333,5144.243066587801,114.35817439835583,77.78374188530074,0.38095238095238093,0.75,56.547619047619044,9.0,47.17728978073806
B02550,44,rural,Uttar Pradesh,6,15567.22,15439.16,16426.99,16993.14,13587.19,22299.51,seasonal,42,3,0.0,0.0,0.0,0.0,18,21,7.0,18.0,2016.0,355.01,1.93,0.0,0.0,0.5221343488601424,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,406500.0,agriculture,25,0.4827,0,16718.868333333332,2969.0178782177554,43.246578387149405,82.24151408442962,0.8571428571428571,0.3888888888888889,62.301587301587304,10.0,17.807692307692307
B02551,32,gig,Karnataka,3,25392.89,14959.54,21611.51,10601.04,12996.42,12712.44,daily-wage,11,3,22.5,1432.74,13.0,0.0,8,13,4.0,18.0,2020.0,593.31,1.22,0.0,0.0,0.5221343488601424,2.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,337200.0,consumption,51,0.4742,0,16378.973333333335,5812.30714899227,-49.93700992679447,64.51360515275111,0.6153846153846154,0.2222222222222222,41.88034188034188,6.0,25.062335303714615
B02552,28,migrant,Delhi,4,17339.66,21106.3,18628.75,24814.94,18588.1,14618.45,self-employed,10,2,32.6,1905.58,2.0,0.0,18,20,2.0,9.0,2020.0,494.48,1.77,10.9,0.406,0.2296314320655889,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,250400.0,business,9,0.5204,0,19182.7,3473.095122342605,-15.693560312024568,81.89464922903133,0.9,0.2222222222222222,56.111111111111114,6.0,21.66824492686562
B02553,32,rural,Bihar,6,5733.17,7899.34,19814.47,13926.26,8221.17,14823.96,seasonal,16,1,12.9,1673.58,11.0,0.0,5,20,1.0,8.0,2021.0,213.94,1.26,0.0,0.0,0.5221343488601424,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,252600.0,business,22,0.6889,1,11736.394999999999,5342.328524666937,158.56480795092415,54.48066868346765,0.25,0.125,18.75,5.0,19.47850503022917
B02554,25,gig,Maharashtra,4,20513.9,19327.85,19894.92,18716.21,15669.95,12689.05,salaried-gig,7,3,56.2,1312.55,14.0,0.0,2,19,0.0,0.0,2024.0,477.89,1.01,5.3,0.446,0.5345894630356318,1.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,54800.0,medical,54,0.4675,0,17801.98,3019.490314129191,-38.144136414821176,83.03845800226047,0.10526315789473684,0.10526315789473684,10.526315789473683,2.0,28.280553401243054
B02555,36,gig,Tamil Nadu,5,27007.5,24070.68,12425.41,24568.09,20950.38,12021.49,self-employed,13,2,45.6,1152.23,6.0,1.0,6,21,0.0,7.0,2018.0,532.13,1.08,7.2,0.278,0.1882757707636422,3.0,3.0,3.0,3.0,1.0,3.0,5.0,3.0,81200.0,business,10,0.5138,0,20173.925,6454.389147848928,-55.48832731648616,68.00627965133742,0.2857142857142857,0.0,14.285714285714285,8.0,43.756294032156106
B02556,23,gig,Telangana,2,42168.15,54841.05125,41062.97,29214.42,38817.06,26919.69,salaried-gig,33,4,89.2,3015.5,29.0,1.0,5,6,8.0,16.0,2019.0,550.18,2.71,11.4,0.081,0.6265328465251321,5.0,5.0,1.0,5.0,4.0,3.0,1.0,4.0,224100.0,consumption,12,0.2168,0,38837.223541666666,10067.749301331467,-36.16108366148385,74.07706220160088,0.8333333333333334,0.5,66.66666666666667,7.0,78.10142684280615
B02557,29,gig,Karnataka,2,29282.38,37542.89,28303.23,38291.03,46583.06,24448.83,salaried-gig,29,4,88.9,2931.11,15.0,0.0,10,14,0.0,0.0,2016.0,610.99,2.47,12.0,0.185,0.992868770734466,3.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,337100.0,consumption,38,0.3791,0,34075.236666666664,8187.776485795558,-16.506684224438036,75.97147580839822,0.7142857142857143,0.7142857142857143,71.42857142857143,10.0,56.103796948624534
B02558,22,gig,Telangana,4,20103.65,26615.11,7147.09,31209.25,29042.38,18451.63,salaried-gig,16,2,71.9,1981.58,11.0,1.0,7,15,8.0,11.0,2022.0,517.84,1.94,7.8,0.411,0.398768273798535,3.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,284600.0,education,49,0.418,0,22094.85166666667,8859.420628398715,-8.217512740223793,59.902782955703415,0.4666666666666667,0.7272727272727273,59.696969696969695,4.0,52.05123425813081
B02559,29,gig,Maharashtra,4,26236.76,40056.91,25091.47,4621.36,43444.58,39657.2,salaried-gig,14,3,13.6,1665.96,8.0,0.0,14,22,2.0,7.0,2019.0,544.06,1.47,7.8,0.298,0.2393471958951941,4.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,465400.0,business,38,0.4306,0,29851.380000000005,14542.064260937648,51.151285448355665,51.28511894278374,0.6363636363636364,0.2857142857142857,46.103896103896105,7.0,21.286106096450926
B02560,55,rural,Odisha,4,9286.84,9877.29,18486.41,11525.75,11554.68,13901.45,daily-wage,28,2,56.3,810.09,22.0,0.0,2,17,7.0,20.0,2019.0,219.27,1.08,0.0,0.0,0.5221343488601424,3.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,184700.0,consumption,10,0.6473,1,12438.736666666666,3371.185118296927,49.689776070224106,72.89768881970923,0.11764705882352941,0.35,23.38235294117647,7.0,42.33065691686381
B02561,39,gig,Karnataka,2,47937.71,31196.15,42342.1,51864.04,28118.71,44909.69,salaried-gig,25,4,63.5,2697.16,19.0,1.0,11,13,11.0,24.0,2013.0,571.79,1.92,10.1,0.194,0.972908844621057,4.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,207500.0,business,31,0.0924,0,41061.4,9436.80645767836,-6.316572068211011,77.01781610544609,0.8461538461538461,0.4583333333333333,65.22435897435898,13.0,69.53251563596392
B02562,34,gig,Tamil Nadu,5,26124.91,9220.76,36432.28,18579.55,31116.48,31898.38,salaried-gig,21,3,20.3,1857.31,10.0,0.0,5,8,4.0,15.0,2018.0,578.97,1.37,8.6,0.38,0.3476957441881397,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,442900.0,business,46,0.4381,0,25562.059999999998,10052.58720170882,22.099482830754255,60.673798583882444,0.625,0.26666666666666666,44.58333333333333,8.0,25.828356328356328
B02563,34,rural,Odisha,4,7179.01,9369.32,16233.92,9067.83,9904.05,18510.76,seasonal,21,2,62.8,1283.22,11.0,0.0,6,23,5.0,8.0,2020.0,392.03,1.52,0.0,0.0,0.5221343488601424,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,16800.0,consumption,42,0.5054,0,11710.815,4538.002990579666,157.84558037946735,61.24946905420616,0.2608695652173913,0.625,44.29347826086957,6.0,35.968504313331906
B02564,34,rural,Bihar,5,13567.69,11354.34,17921.64,14899.02,15986.07,22964.75,self-employed,39,3,60.5,2151.73,13.0,0.0,12,15,17.0,20.0,2016.0,422.58,2.37,0.0,0.0,0.5221343488601424,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,496000.0,agriculture,40,0.3084,0,16115.585000000001,4020.7194200976023,69.26057420238817,75.05073864772764,0.8,0.85,82.5,10.0,46.26367590160694
B02565,32,gig,Delhi,2,36212.44,28852.02,22365.68,21341.58,40718.51,45635.91,self-employed,24,4,49.6,2150.32,23.0,0.0,2,6,16.0,23.0,2016.0,506.9,2.25,2.3,0.282,0.2433218941987137,4.0,3.0,1.0,3.0,2.0,5.0,3.0,4.0,375200.0,agriculture,24,0.4084,0,32521.023333333334,9943.823548894392,26.022742460878085,69.42339899033192,0.3333333333333333,0.6956521739130435,51.449275362318836,10.0,50.33036472691646
B02566,28,migrant,Delhi,2,34110.07,29289.46,29014.05,33254.39,31054.64,31568.53,self-employed,13,3,97.8,2783.95,21.0,0.0,8,13,3.0,14.0,2019.0,593.3,2.15,11.1,0.207,0.412682833695167,4.0,4.0,2.0,4.0,4.0,3.0,1.0,4.0,20600.0,consumption,7,0.2241,0,31381.856666666663,2053.0990710792958,-7.450996142781298,93.45768769232808,0.6153846153846154,0.21428571428571427,41.48351648351649,7.0,57.291448067310135
B02567,24,gig,Tamil Nadu,4,37967.59,17774.13,40847.12,31527.44,46196.95,26541.54,salaried-gig,20,3,43.4,1956.86,14.0,1.0,2,14,9.0,23.0,2020.0,458.54,1.62,13.7,0.41,0.3412216954177362,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,255500.0,business,26,0.5169,0,33475.795,10341.786136784593,-30.094219833284114,69.10667502658386,0.14285714285714285,0.391304347826087,26.70807453416149,6.0,48.20180223628499
B02568,32,rural,Rajasthan,6,7411.25,7508.53,14999.35,11566.07,9282.06,17612.64,seasonal,19,2,9.6,1159.33,6.0,0.0,2,12,3.0,14.0,2020.0,345.14,1.43,7.9,0.437,0.4078003002125236,2.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,205400.0,medical,43,0.719,1,11396.65,4174.1840704262195,137.647360431776,63.37358723461526,0.16666666666666666,0.21428571428571427,19.047619047619047,6.0,16.960287149942324
B02569,27,gig,Karnataka,2,54527.035,19038.49,41249.5,41310.22,52351.4,40621.0,salaried-gig,37,4,108.0,3292.5,23.0,1.0,22,22,0.0,0.0,2017.0,699.06,2.7,20.0,0.148,0.9720976940931084,5.0,4.0,2.0,4.0,4.0,5.0,1.0,4.0,260200.0,business,23,0.2888,0,41516.27416666666,12592.424492040609,-25.503009653835022,69.66870282846565,1.0,1.0,100.0,9.0,81.65501165501166
B02570,29,rural,Odisha,4,10613.28,12374.35,22616.75,12326.12,16420.08,17852.93,seasonal,29,3,32.8,2024.81,23.0,0.0,3,10,4.0,21.0,2018.0,347.31,2.12,8.4,0.435,0.7440329198862603,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,434600.0,agriculture,33,0.517,0,15367.251666666669,4486.612512109405,68.21312544284142,70.8040669247229,0.3,0.19047619047619047,24.523809523809522,8.0,42.056330745985925
B02571,32,migrant,Maharashtra,4,25462.77,22416.34,26843.97,28662.17,32048.03,31350.16,self-employed,10,2,62.0,2631.89,0.0,0.0,1,12,15.0,21.0,2015.0,674.04,1.94,13.2,0.181,0.8906188577014988,3.0,3.0,1.0,3.0,4.0,3.0,2.0,3.0,119100.0,education,43,0.3864,0,27797.24,3653.850537151184,23.121561401214397,86.85534773541839,0.08333333333333333,0.7142857142857143,39.88095238095239,11.0,36.71919133988099
B02572,29,gig,Tamil Nadu,3,35211.42,48765.94,46486.78,28986.65,29964.44,38436.9,salaried-gig,19,2,26.5,1740.15,24.0,1.0,4,7,13.0,16.0,2018.0,507.86,1.38,12.4,0.277,0.748618004910507,2.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,338400.0,business,6,0.3815,0,37975.355,8266.861766817563,9.160323554119667,78.23098225989575,0.5714285714285714,0.8125,69.19642857142857,8.0,53.20633606840504
B02573,38,rural,Rajasthan,5,19011.4,19117.49,26951.72,19416.77,15416.07,28496.72,seasonal,47,3,0.0,0.0,0.0,0.0,14,15,5.0,6.0,2019.0,366.12,2.43,12.3,0.124,0.8123657650604336,4.0,4.0,2.0,3.0,3.0,5.0,2.0,5.0,372800.0,agriculture,20,0.3264,0,21401.695000000003,5134.9954978860505,49.892801161408414,76.00659434738206,0.9333333333333333,0.8333333333333334,88.33333333333333,7.0,15.115384615384617
B02574,32,gig,Karnataka,5,47753.34,42248.98,26095.65,44639.85,8432.44,25104.67,daily-wage,17,3,59.5,1761.8,13.0,0.0,5,9,4.0,7.0,2016.0,436.65,1.68,8.6,0.29,0.7469108424303599,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,446300.0,business,11,0.4473,0,32379.155,15165.417094292856,-47.42845212502414,53.16302388282568,0.5555555555555556,0.5714285714285714,56.34920634920635,10.0,43.330239812998435
B02575,24,migrant,Tamil Nadu,4,31525.53,21964.91,28214.09,25690.15,21434.7,31628.05,daily-wage,5,3,51.3,2954.6,0.0,1.0,5,7,14.0,21.0,2021.0,666.59,1.74,4.6,0.228,0.5892790396089068,3.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,206900.0,medical,56,0.2953,0,26742.905,4494.8214313351755,0.32519675323460207,83.19247130655711,0.7142857142857143,0.6666666666666666,69.04761904761905,5.0,38.72757903792387
B02576,25,gig,Maharashtra,3,24441.2,24075.1,19592.28,23941.65,24613.82,31803.6,self-employed,9,3,53.5,2456.97,21.0,1.0,5,13,3.0,16.0,2022.0,563.58,1.9,4.3,0.348,0.5429490917301321,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,242800.0,consumption,25,0.4682,0,24744.608333333337,3938.984546882187,30.122907222231305,84.08144314179343,0.38461538461538464,0.1875,28.60576923076923,4.0,54.328690880415024
B02577,51,rural,Madhya Pradesh,4,9943.49,7497.03,12259.87,8194.9,8386.14,13529.83,daily-wage,21,1,0.0,0.0,0.0,0.0,0,10,0.0,0.0,2020.0,341.7,1.25,11.5,0.4,0.2128071500328789,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,360800.0,agriculture,27,0.6583,1,9968.543333333333,2436.8733009794882,36.06721583669316,75.55436918420222,0.0,0.0,0.0,6.0,9.038461538461538
B02578,52,rural,Odisha,5,15011.28,18536.78,18781.14,12623.47,14563.44,17634.1,self-employed,36,2,60.7,2576.62,19.0,0.0,3,7,0.0,0.0,2016.0,261.97,2.49,8.1,0.352,0.9816498983830269,3.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,39200.0,agriculture,50,0.239,0,16191.701666666666,2492.4688490283415,17.472327476404395,84.60650461365957,0.42857142857142855,0.42857142857142855,42.857142857142854,10.0,51.32658689555242
B02579,40,gig,Delhi,3,25204.25,43282.87,25000.67,2000.0,45465.39,31920.84,self-employed,23,4,56.9,2430.46,18.0,1.0,16,21,8.0,10.0,2014.0,739.11,2.44,11.3,0.123,0.7293118406255832,2.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,250400.0,consumption,7,0.1761,0,28812.336666666666,15765.987460009816,26.648640606246964,45.28042746963431,0.7619047619047619,0.8,78.0952380952381,12.0,67.39118477049512
B02580,34,gig,Delhi,4,34175.29,22495.3,49516.31625,56632.2825,25985.54,48549.38,daily-wage,22,3,67.9,2664.87,21.0,0.0,17,19,9.0,18.0,2015.0,716.68,1.96,11.0,0.278,0.6193398824930091,4.0,3.0,1.0,3.0,5.0,3.0,3.0,3.0,134400.0,consumption,7,0.3397,0,39559.018125,13970.433509347155,42.05989181072054,64.68457972034878,0.8947368421052632,0.5,69.73684210526316,11.0,54.354785940992834
B02581,27,gig,Delhi,4,54527.035,44586.53,49516.31625,30218.15,17698.57,23778.11,daily-wage,29,4,76.7,2753.07,26.0,1.0,6,6,21.0,22.0,2018.0,756.77,2.37,11.2,0.106,0.9811859772874189,4.0,5.0,2.0,4.0,4.0,4.0,1.0,2.0,222400.0,consumption,30,0.1393,0,36720.785208333335,14928.495336384885,-56.39207229954829,59.34592560674044,1.0,0.9545454545454546,97.72727272727273,8.0,72.56459461631876
B02582,24,gig,Maharashtra,3,28078.46,11017.06,13955.12,19324.08,12487.15,12637.27,self-employed,19,2,38.6,1183.19,16.0,0.0,1,11,6.0,16.0,2023.0,484.42,1.28,5.7,0.313,0.714737316227156,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,285700.0,business,59,0.4879,0,16249.856666666667,6468.746820337512,-54.99300887584291,60.19197613227658,0.09090909090909091,0.375,23.295454545454547,3.0,27.451845141500314
B02583,33,gig,Delhi,3,47939.61,26528.44,26317.08,54870.32,18262.79,29833.35,self-employed,22,3,54.3,2074.55,28.0,1.0,4,8,14.0,20.0,2016.0,611.78,1.9,6.3,0.35,0.4878152433935422,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,301900.0,education,30,0.3145,0,33958.598333333335,14210.875543984497,-37.768892988491146,58.152349503674074,0.5,0.7,60.0,10.0,69.08616236202442
B02584,30,gig,Maharashtra,4,19759.94,29858.3,33277.65,24684.82,19117.97,29226.85,salaried-gig,22,3,54.0,2039.01,17.0,1.0,6,8,9.0,13.0,2017.0,597.39,1.84,12.2,0.258,0.9275360471821636,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,466700.0,business,57,0.3643,0,25987.588333333333,5767.021574349854,47.90960903727441,77.80855422065962,0.75,0.6923076923076923,72.11538461538461,9.0,58.899721279031624
B02585,34,gig,Telangana,4,26871.23,39041.35,23144.1,29025.67,31481.75,23494.95,salaried-gig,21,4,49.8,2400.14,16.0,0.0,5,10,13.0,20.0,2014.0,747.87,2.05,5.3,0.356,0.5708394968841471,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,349600.0,education,30,0.3735,0,28843.175,5932.447882207647,-12.56466488508341,79.43205669206789,0.5,0.65,57.49999999999999,12.0,47.390944718530925
B02586,41,rural,Uttar Pradesh,6,12316.08,13311.85,24272.2,12058.51,14270.37,23829.64,self-employed,27,3,50.8,2088.91,14.0,0.0,9,23,6.0,9.0,2018.0,333.38,1.13,7.0,0.293,0.3784343720745856,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,141000.0,agriculture,10,0.4588,0,16676.44166666667,5767.347670204794,93.48396567739086,65.41619737900845,0.391304347826087,0.6666666666666666,52.89855072463768,8.0,36.463075445834065
B02587,33,gig,Maharashtra,5,37159.09,29705.25,37362.17,32985.66,35842.53,22564.48,daily-wage,22,3,60.9,2456.85,19.0,0.0,16,20,10.0,16.0,2016.0,599.38,2.04,10.3,0.238,0.4806562091625352,2.0,4.0,3.0,2.0,3.0,5.0,3.0,3.0,376100.0,consumption,48,0.1999,0,32603.196666666667,5713.4486449837505,-39.27601563978019,82.47580228589932,0.8,0.625,71.25,10.0,49.65173565173565
B02588,36,rural,Bihar,6,12503.59,12298.92,23476.95,11545.49,14041.41,23470.0,daily-wage,32,4,18.9,1796.34,14.0,0.0,6,11,2.0,9.0,2018.0,320.42,2.07,0.0,0.0,0.5221343488601424,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,167100.0,business,7,0.5491,0,16222.726666666667,5674.674413161222,87.70609081071916,65.02021805729396,0.5454545454545454,0.2222222222222222,38.38383838383838,8.0,31.159541142299766
